Period,Ax,Bx,Gap,Au,Lam,Actual,Predicted
950.0,175.0,235.0,220.0,70.0,0.638,2.09e-11,3.7711191072551734e-13
950.0,175.0,335.0,120.0,110.0,0.634,3.39e-10,3.6817803486799836e-10
950.0,195.0,215.0,170.0,90.0,0.642,1.07e-10,1.071522273546233e-10
950.0,175.0,275.0,420.0,50.0,0.638,1.83e-10,1.413388050807463e-10
950.0,175.0,295.0,420.0,90.0,0.642,-1.23e-11,-3.140279842978793e-11
950.0,135.0,335.0,220.0,150.0,0.642,3.9e-10,3.263277635157386e-10
950.0,155.0,275.0,170.0,110.0,0.64,5.08e-10,5.423635546747525e-10
950.0,175.0,275.0,120.0,90.0,0.632,8.089999999999999e-11,1.008451263349796e-10
950.0,175.0,295.0,370.0,130.0,0.642,-2.49e-10,-2.695615505914799e-10
950.0,135.0,235.0,170.0,90.0,0.634,3.15e-10,3.2811260026862486e-10
950.0,195.0,255.0,170.0,70.0,0.638,3.39e-11,-2.6553294962902814e-12
950.0,195.0,235.0,220.0,90.0,0.636,8.15e-11,7.692106173165877e-11
950.0,195.0,295.0,220.0,90.0,0.642,1.16e-10,5.958397294495644e-11
950.0,195.0,335.0,370.0,70.0,0.632,3.91e-11,4.807956129048813e-11
950.0,115.0,315.0,220.0,130.0,0.634,7.749999999999999e-10,7.486578468055268e-10
950.0,135.0,215.0,320.0,90.0,0.632,-8.83e-11,-1.1415998772017669e-10
950.0,135.0,275.0,320.0,110.0,0.638,-6.08e-10,-5.826703308312934e-10
950.0,175.0,275.0,320.0,90.0,0.638,-2.89e-10,-2.6968317326128266e-10
950.0,195.0,215.0,70.0,90.0,0.632,-2.7499999999999996e-11,-2.8894892659845185e-12
950.0,175.0,295.0,420.0,90.0,0.634,3.61e-11,4.485483352137119e-11
950.0,115.0,295.0,270.0,50.0,0.64,4.29e-12,1.2884369277879205e-11
950.0,135.0,295.0,320.0,70.0,0.636,-4.02e-10,-4.111473007440486e-10
950.0,195.0,235.0,270.0,90.0,0.638,-2.05e-11,-1.8173434384941945e-11
950.0,155.0,315.0,220.0,50.0,0.632,8.54e-11,5.73551457371288e-11
950.0,195.0,315.0,120.0,150.0,0.642,2.98e-10,3.2970509931669885e-10
950.0,195.0,235.0,320.0,150.0,0.632,-2.01e-10,-1.7699463446641204e-10
950.0,175.0,235.0,320.0,90.0,0.64,-1.88e-10,-1.6590682350441857e-10
950.0,175.0,215.0,320.0,50.0,0.632,2.96e-11,5.525109929306797e-11
950.0,175.0,295.0,120.0,90.0,0.64,2.1500000000000003e-10,2.226470251278819e-10
950.0,135.0,215.0,420.0,50.0,0.64,5.87e-11,-2.004684981433316e-11
950.0,115.0,335.0,70.0,130.0,0.634,1.46e-10,1.4018189707115444e-10
950.0,155.0,215.0,70.0,110.0,0.638,1.5500000000000005e-11,1.0083637426453369e-11
950.0,175.0,215.0,220.0,90.0,0.636,8.01e-11,7.925219956563026e-11
950.0,175.0,215.0,170.0,90.0,0.638,7.96e-11,9.276445585171194e-11
950.0,175.0,255.0,220.0,90.0,0.64,2.27e-10,1.9489802290560116e-10
950.0,195.0,215.0,170.0,50.0,0.634,-3.72e-11,-1.5005289058838006e-11
950.0,175.0,275.0,320.0,110.0,0.634,-4e-10,-4.063914049365397e-10
950.0,175.0,255.0,20.0,90.0,0.634,-5.139999999999999e-11,-6.46159176722721e-11
950.0,155.0,235.0,220.0,130.0,0.634,3.92e-10,3.7428855661479757e-10
950.0,195.0,295.0,220.0,50.0,0.632,3.69e-11,1.500855099885279e-11
950.0,155.0,295.0,120.0,90.0,0.642,3.4600000000000005e-10,3.590841110388355e-10
950.0,195.0,235.0,70.0,150.0,0.634,1.3600000000000002e-11,2.005401086487237e-11
950.0,115.0,335.0,420.0,110.0,0.642,-1.9e-10,-1.7687744319287013e-10
950.0,175.0,335.0,70.0,150.0,0.642,1.4399999999999997e-10,1.1791093561956892e-10
950.0,175.0,255.0,420.0,130.0,0.636,-8.87e-11,-9.981993667071852e-11
950.0,135.0,255.0,370.0,90.0,0.642,-6.23e-10,-6.114597433834427e-10
950.0,135.0,335.0,220.0,50.0,0.638,4.78e-11,6.402607792710884e-11
950.0,195.0,255.0,320.0,70.0,0.642,-3.42e-10,-3.2413482821048807e-10
950.0,155.0,275.0,320.0,110.0,0.64,-5.44e-10,-5.310506686048882e-10
950.0,175.0,295.0,20.0,150.0,0.64,1.08e-11,4.3275144470887756e-11
950.0,195.0,275.0,420.0,90.0,0.636,3.31e-11,3.6745127497392227e-11
950.0,135.0,235.0,120.0,50.0,0.64,-5.27e-11,-4.042494866926387e-11
950.0,155.0,275.0,170.0,70.0,0.636,1.57e-10,1.5746694558535624e-10
950.0,115.0,315.0,370.0,110.0,0.634,-6.85e-10,-7.157767676914053e-10
950.0,195.0,235.0,270.0,70.0,0.634,-1.1699999999999999e-11,-5.209329815282798e-12
950.0,175.0,335.0,70.0,130.0,0.638,1.31e-10,1.0254015640225698e-10
950.0,175.0,335.0,170.0,90.0,0.636,4.07e-10,3.8147232381337973e-10
950.0,135.0,295.0,170.0,130.0,0.638,6.840000000000001e-10,6.991540204432963e-10
950.0,175.0,295.0,320.0,130.0,0.634,-4.62e-10,-4.918261078359741e-10
950.0,195.0,215.0,170.0,70.0,0.636,-1.34e-11,3.718583303859774e-12
950.0,135.0,275.0,220.0,50.0,0.64,-4.61e-12,-5.849295803509756e-11
950.0,135.0,235.0,270.0,150.0,0.64,2.19e-10,1.937011158447957e-10
950.0,195.0,275.0,170.0,50.0,0.638,-1.38e-11,-2.0119900358594374e-11
950.0,175.0,255.0,420.0,150.0,0.64,-1.1100000000000002e-10,-1.027418648278617e-10
950.0,155.0,335.0,220.0,50.0,0.636,3.61e-11,2.907833323334679e-11
950.0,135.0,335.0,70.0,130.0,0.64,1.57e-10,1.2352347382387723e-10
950.0,175.0,335.0,220.0,70.0,0.64,6.350000000000001e-12,-1.650488372008563e-11
950.0,175.0,235.0,170.0,110.0,0.636,2.0899999999999998e-10,2.1859877050586155e-10
950.0,135.0,255.0,220.0,130.0,0.636,6.01e-10,5.797284551232014e-10
950.0,155.0,255.0,70.0,50.0,0.638,-2.25e-10,-1.8831916223103472e-10
950.0,135.0,235.0,370.0,90.0,0.638,-4.2e-10,-4.085280524556269e-10
950.0,175.0,235.0,220.0,70.0,0.632,4.66e-11,2.3306193172137715e-11
950.0,155.0,275.0,320.0,90.0,0.638,-4.19e-10,-3.924587692485687e-10
950.0,175.0,215.0,20.0,70.0,0.64,-2.08e-12,-3.9557570789220166e-11
950.0,135.0,295.0,370.0,130.0,0.638,-5.51e-10,-5.780706900678451e-10
950.0,175.0,235.0,120.0,130.0,0.636,9.749999999999999e-11,1.2332276209656517e-10
950.0,175.0,215.0,270.0,110.0,0.636,3.33e-11,2.2651845979836658e-11
950.0,155.0,255.0,170.0,50.0,0.636,-1.52e-10,-1.328953345516283e-10
950.0,155.0,335.0,20.0,130.0,0.638,1.4800000000000003e-11,3.399308093442575e-11
950.0,195.0,215.0,20.0,50.0,0.638,-2.65e-11,-2.7516981299690103e-11
950.0,115.0,315.0,370.0,70.0,0.638,-5.92e-10,-5.841906035383538e-10
950.0,135.0,235.0,120.0,150.0,0.642,1.58e-10,1.678962106737793e-10
950.0,135.0,275.0,120.0,90.0,0.634,2.17e-10,2.393360754980007e-10
950.0,195.0,235.0,220.0,90.0,0.634,8.93e-11,7.684473541260696e-11
950.0,195.0,315.0,170.0,150.0,0.642,3.93e-10,3.658402886756036e-10
950.0,195.0,295.0,20.0,70.0,0.636,-6.19e-11,-6.216656148481678e-11
950.0,175.0,295.0,170.0,90.0,0.632,3.6e-10,3.7531601999575305e-10
950.0,195.0,315.0,420.0,50.0,0.634,6.29e-11,1.0514519647013286e-10
950.0,175.0,215.0,370.0,150.0,0.634,-1.93e-10,-1.7051931125199462e-10
950.0,115.0,295.0,420.0,70.0,0.638,-3.25e-10,-3.381332183270756e-10
950.0,115.0,335.0,70.0,110.0,0.636,1.61e-10,1.2206793049014838e-10
950.0,175.0,295.0,70.0,150.0,0.636,8.27e-11,5.362081828066056e-11
950.0,135.0,295.0,20.0,90.0,0.642,1.57e-12,-5.439304136351507e-12
950.0,195.0,255.0,420.0,110.0,0.642,-7.66e-11,-3.059788339396239e-11
950.0,175.0,315.0,170.0,70.0,0.638,1.85e-10,1.524664623379938e-10
950.0,195.0,215.0,320.0,130.0,0.64,-9.38e-11,-9.280343599069289e-11
950.0,195.0,255.0,270.0,150.0,0.64,-1.43e-10,-1.1948448691648805e-10
950.0,135.0,215.0,70.0,70.0,0.64,4.78e-11,3.375743835108836e-11
950.0,195.0,275.0,320.0,110.0,0.638,-2.67e-10,-2.763868047313006e-10
950.0,175.0,295.0,270.0,110.0,0.642,-3.54e-10,-3.2247957996232063e-10
950.0,155.0,275.0,170.0,150.0,0.632,5.19e-10,5.365830968494641e-10
950.0,195.0,235.0,220.0,50.0,0.642,1.05e-10,1.4362052745108536e-10
950.0,195.0,295.0,70.0,70.0,0.638,-6.92e-11,-5.967861073523626e-11
950.0,175.0,235.0,170.0,130.0,0.636,2.44e-10,2.659094812076884e-10
950.0,175.0,335.0,20.0,50.0,0.638,-8.169999999999999e-11,-1.134053968208103e-10
950.0,195.0,295.0,320.0,130.0,0.632,-3.1e-10,-3.394599238071912e-10
950.0,155.0,315.0,270.0,110.0,0.64,-4.5e-10,-4.22095590343418e-10
950.0,175.0,215.0,420.0,110.0,0.634,-6.13e-11,-5.597958499640936e-11
950.0,195.0,275.0,320.0,110.0,0.634,-2.73e-10,-2.937783518586505e-10
950.0,175.0,295.0,220.0,110.0,0.636,2.39e-10,2.0699587575780768e-10
950.0,155.0,335.0,370.0,70.0,0.632,-4.38e-11,-3.896484579690863e-11
950.0,155.0,255.0,370.0,150.0,0.634,-4.24e-10,-4.5264143707041873e-10
950.0,155.0,215.0,120.0,130.0,0.642,9.180000000000001e-11,1.2162429459642912e-10
950.0,135.0,235.0,370.0,90.0,0.632,-3.81e-10,-3.5851108657846617e-10
950.0,175.0,235.0,420.0,130.0,0.634,-8.839999999999999e-11,-1.1021040697270319e-10
950.0,135.0,215.0,120.0,150.0,0.642,1.04e-10,1.3555193893392368e-10
950.0,195.0,335.0,20.0,50.0,0.636,-6.11e-11,-7.748021917540426e-11
950.0,115.0,295.0,120.0,50.0,0.642,-2.75e-10,-2.1978612705906705e-10
950.0,175.0,255.0,220.0,90.0,0.632,2.01e-10,1.7196181162785034e-10
950.0,135.0,335.0,70.0,130.0,0.634,1.41e-10,1.0659649318494433e-10
950.0,195.0,255.0,270.0,70.0,0.64,-2.2699999999999997e-11,-6.348616645700237e-13
950.0,115.0,335.0,120.0,70.0,0.634,4.87e-10,4.992428263036148e-10
950.0,175.0,315.0,170.0,110.0,0.64,4.93e-10,5.010188212837856e-10
950.0,155.0,235.0,270.0,50.0,0.642,4.09e-11,3.8846626415953714e-11
950.0,115.0,295.0,420.0,50.0,0.632,9.999999999999999e-11,3.660963875009598e-11
950.0,195.0,315.0,70.0,50.0,0.638,-9.929999999999998e-11,-5.293399087908941e-11
950.0,175.0,295.0,420.0,70.0,0.638,9.87e-11,9.390588412579457e-11
950.0,155.0,295.0,70.0,50.0,0.64,-8.75e-11,-7.299285389881346e-11
950.0,155.0,295.0,120.0,90.0,0.638,2.47e-10,2.460895246842981e-10
950.0,135.0,215.0,420.0,110.0,0.634,-3e-10,-2.9494037518853114e-10
950.0,155.0,255.0,20.0,90.0,0.636,-4.12e-11,-5.517991137104783e-11
950.0,135.0,215.0,420.0,110.0,0.64,-3.39e-10,-3.37943219291055e-10
950.0,175.0,255.0,20.0,130.0,0.636,-5.57e-12,-3.9641692638902814e-12
950.0,195.0,255.0,70.0,110.0,0.632,-1.56e-12,-4.81723518869772e-12
950.0,135.0,235.0,220.0,110.0,0.64,5e-10,4.883905087256648e-10
950.0,175.0,295.0,270.0,150.0,0.632,-3.97e-10,-3.6124146877657906e-10
950.0,115.0,335.0,120.0,130.0,0.64,4.77e-10,4.4215116202470055e-10
950.0,155.0,215.0,320.0,150.0,0.634,-1.85e-10,-1.6804931085632922e-10
950.0,155.0,255.0,420.0,70.0,0.632,1.25e-10,9.175985500697894e-11
950.0,175.0,255.0,20.0,90.0,0.642,2.1100000000000003e-11,2.957064725667926e-11
950.0,115.0,315.0,420.0,70.0,0.632,-2.19e-10,-2.2882406111000326e-10
950.0,195.0,235.0,120.0,50.0,0.636,-8.96e-11,-6.260541701325326e-11
950.0,195.0,295.0,220.0,150.0,0.634,1.18e-10,7.896886553671235e-11
950.0,155.0,295.0,220.0,110.0,0.642,4.15e-10,3.889178895102119e-10
950.0,175.0,295.0,170.0,110.0,0.634,4.5199999999999994e-10,4.773553781965619e-10
950.0,155.0,255.0,320.0,50.0,0.638,6.42e-11,1.1568277552212248e-10
950.0,195.0,315.0,320.0,90.0,0.642,-2.86e-10,-2.803780804812731e-10
950.0,195.0,315.0,220.0,70.0,0.64,7.19e-12,-2.8747296926763575e-11
950.0,115.0,295.0,370.0,130.0,0.636,-7.519999999999999e-10,-7.845569262811916e-10
950.0,175.0,295.0,320.0,70.0,0.636,-1.4500000000000002e-10,-1.4990681194351194e-10
950.0,135.0,235.0,270.0,150.0,0.642,2.21e-10,1.9771032514754848e-10
950.0,155.0,335.0,270.0,150.0,0.636,-5.93e-10,-5.588498213936311e-10
950.0,135.0,275.0,370.0,70.0,0.64,-3.5899999999999995e-10,-4.0422937940247827e-10
950.0,155.0,335.0,320.0,90.0,0.638,-4.74e-10,-5.081406998555418e-10
950.0,155.0,295.0,170.0,50.0,0.634,1.12e-11,1.509849122132118e-11
950.0,115.0,315.0,270.0,150.0,0.642,-2.16e-10,-2.1061324032924517e-10
950.0,115.0,315.0,420.0,50.0,0.64,-3.64e-11,2.2062831559830622e-11
950.0,175.0,275.0,420.0,50.0,0.636,1.9e-10,2.0992444523685038e-10
950.0,175.0,235.0,20.0,130.0,0.638,-1.47e-12,6.296816599812184e-12
950.0,175.0,275.0,20.0,110.0,0.634,-2.14e-11,-2.5706391198955166e-11
950.0,135.0,215.0,220.0,150.0,0.632,4.04e-10,3.690303192256856e-10
950.0,135.0,215.0,320.0,50.0,0.634,4.01e-11,6.238768917635804e-11
950.0,175.0,235.0,320.0,50.0,0.642,-1.5500000000000003e-10,-1.7933256270270666e-10
950.0,155.0,255.0,420.0,130.0,0.632,-1.4500000000000002e-10,-1.5282111891488904e-10
950.0,175.0,215.0,70.0,70.0,0.64,3.4099999999999994e-12,-4.2672350124088e-11
950.0,155.0,275.0,220.0,150.0,0.634,5.04e-10,4.822448700938061e-10
950.0,175.0,235.0,20.0,110.0,0.632,-2.3499999999999996e-11,-2.5041549627584458e-11
950.0,155.0,275.0,320.0,130.0,0.64,-5.71e-10,-5.677078654800737e-10
950.0,155.0,255.0,270.0,50.0,0.642,1.4800000000000003e-11,3.468875155748866e-11
950.0,135.0,215.0,220.0,110.0,0.634,3.75e-10,3.583451361349476e-10
950.0,155.0,255.0,120.0,70.0,0.638,-2.3499999999999996e-11,-2.6892003477430493e-11
950.0,155.0,235.0,20.0,50.0,0.64,-1.81e-11,3.3943414967683955e-11
950.0,195.0,315.0,370.0,130.0,0.636,-9.06e-11,-1.1819826322667448e-10
950.0,155.0,255.0,20.0,90.0,0.634,-5.38e-11,-7.083857883802507e-11
950.0,135.0,295.0,370.0,110.0,0.642,-5.68e-10,-5.87027777592623e-10
950.0,135.0,295.0,20.0,130.0,0.636,4.5900000000000004e-12,1.5200012043616746e-11
950.0,135.0,275.0,320.0,110.0,0.632,-6.16e-10,-5.843059511224804e-10
950.0,175.0,215.0,170.0,70.0,0.634,-5.38e-11,-4.4168076314516986e-11
950.0,155.0,255.0,270.0,50.0,0.632,1.62e-12,-7.168039741486217e-13
950.0,175.0,235.0,120.0,90.0,0.634,5.749999999999991e-14,1.889801717264869e-11
950.0,155.0,275.0,120.0,70.0,0.642,3.07e-10,2.804443533750708e-10
950.0,195.0,275.0,70.0,70.0,0.632,-7.04e-11,-7.630735544606928e-11
950.0,195.0,295.0,420.0,110.0,0.64,-2.1099999999999997e-11,-4.373588374648237e-11
950.0,175.0,275.0,20.0,90.0,0.64,2.600000000000001e-13,-9.432099786697261e-12
950.0,135.0,215.0,220.0,130.0,0.636,4.14e-10,3.9493973616335756e-10
950.0,175.0,335.0,70.0,70.0,0.642,-6.33e-11,-1.1202224700862092e-10
950.0,155.0,315.0,20.0,150.0,0.632,6.1e-12,2.0950726098430113e-11
950.0,115.0,315.0,170.0,50.0,0.636,1.86e-10,1.885861853101379e-10
950.0,175.0,295.0,370.0,110.0,0.636,-1.91e-10,-2.1309598594413366e-10
950.0,195.0,235.0,20.0,110.0,0.64,1.3499999999999993e-12,4.499934285538659e-12
950.0,155.0,235.0,320.0,90.0,0.636,-1.81e-10,-1.935822309985672e-10
950.0,135.0,275.0,170.0,50.0,0.634,-9.06e-11,-8.182272356965976e-11
950.0,135.0,315.0,270.0,150.0,0.636,-4.01e-10,-3.7861191455440447e-10
950.0,135.0,255.0,120.0,90.0,0.636,1.74e-10,2.1489697680208541e-10
950.0,195.0,255.0,170.0,90.0,0.642,3.23e-10,2.945882545579998e-10
950.0,155.0,275.0,320.0,90.0,0.636,-4.16e-10,-4.103403631563073e-10
950.0,175.0,335.0,20.0,90.0,0.636,-2.97e-11,-2.7886559537603994e-11
950.0,155.0,335.0,320.0,70.0,0.64,-2.63e-10,-3.007194095598458e-10
950.0,175.0,315.0,20.0,110.0,0.638,-5.13e-12,1.321612623224421e-11
950.0,155.0,295.0,370.0,70.0,0.638,-1.17e-10,-1.1187080567528183e-10
950.0,115.0,295.0,270.0,150.0,0.64,8.049999999999999e-13,-2.3333236276894664e-11
950.0,155.0,335.0,120.0,70.0,0.632,2.24e-10,2.4792285760905737e-10
950.0,195.0,315.0,20.0,150.0,0.632,7.97e-12,2.1854383811111774e-11
950.0,155.0,235.0,20.0,150.0,0.638,1.27e-12,4.579694407424927e-12
950.0,135.0,315.0,370.0,130.0,0.636,-4.68e-10,-4.5374203092367756e-10
950.0,135.0,275.0,370.0,90.0,0.638,-5.48e-10,-5.495820203678971e-10
950.0,135.0,335.0,70.0,70.0,0.642,-8.02e-11,-3.7858675497453014e-11
950.0,155.0,295.0,120.0,90.0,0.64,2.83e-10,2.973774740550275e-10
950.0,135.0,215.0,420.0,130.0,0.632,-2.81e-10,-2.8983826413593507e-10
950.0,155.0,215.0,370.0,150.0,0.64,-3.27e-10,-3.028445138854123e-10
950.0,155.0,255.0,320.0,130.0,0.634,-4.6e-10,-4.3998061669848124e-10
950.0,175.0,335.0,420.0,130.0,0.634,-7.42e-12,-3.5450758930956993e-12
950.0,195.0,295.0,170.0,70.0,0.64,9.58e-11,1.0017747937590766e-10
950.0,135.0,215.0,420.0,110.0,0.638,-3.3e-10,-3.1767717238346835e-10
950.0,195.0,215.0,270.0,90.0,0.634,3.1600000000000007e-13,1.2700499662809292e-11
950.0,155.0,215.0,170.0,70.0,0.642,3.09e-10,3.138992959376204e-10
950.0,155.0,255.0,220.0,50.0,0.64,-3.8899999999999996e-11,-4.3611958093789374e-11
950.0,195.0,215.0,420.0,150.0,0.636,-3.4e-11,-3.366726803572325e-11
950.0,135.0,335.0,370.0,50.0,0.634,-6.6e-12,-4.41572067236492e-11
950.0,115.0,295.0,370.0,90.0,0.64,-7.4e-10,-7.408652228585543e-10
950.0,115.0,335.0,170.0,110.0,0.642,8.41e-10,8.231042856384495e-10
950.0,195.0,275.0,370.0,90.0,0.642,-2.17e-10,-2.3783509268704656e-10
950.0,135.0,255.0,20.0,50.0,0.634,-1.68e-10,-1.8205406921618125e-10
950.0,195.0,335.0,170.0,90.0,0.636,2.85e-10,2.5771510810462264e-10
950.0,115.0,335.0,70.0,150.0,0.634,1.42e-10,1.4720922117104207e-10
950.0,135.0,235.0,170.0,50.0,0.638,-1.81e-10,-2.160984786115859e-10
950.0,175.0,255.0,370.0,50.0,0.64,9.46e-11,4.917599261403213e-11
950.0,175.0,255.0,120.0,150.0,0.632,1.41e-10,1.4919106248503975e-10
950.0,155.0,275.0,70.0,110.0,0.64,7.63e-11,6.687309941477223e-11
950.0,195.0,335.0,320.0,50.0,0.64,4.17e-11,8.03365636472595e-11
950.0,135.0,295.0,370.0,150.0,0.638,-5.49e-10,-5.83748755557735e-10
950.0,195.0,275.0,420.0,150.0,0.64,-4.51e-11,-2.325075791427232e-11
950.0,195.0,215.0,270.0,150.0,0.642,2.0500000000000024e-13,1.2046870705818697e-12
950.0,195.0,235.0,170.0,90.0,0.636,8.12e-11,9.26441567768792e-11
950.0,195.0,315.0,20.0,130.0,0.64,1.22e-11,1.787414609526504e-11
950.0,115.0,295.0,120.0,70.0,0.642,2.61e-10,2.7353194484786413e-10
950.0,195.0,215.0,170.0,110.0,0.632,5.81e-11,7.652539666880668e-11
950.0,155.0,275.0,20.0,110.0,0.642,1.4000000000000002e-11,3.289004064004707e-11
950.0,175.0,255.0,220.0,130.0,0.64,3.26e-10,3.0063318727165706e-10
950.0,195.0,295.0,370.0,130.0,0.634,-1.17e-10,-1.3119349971331328e-10
950.0,115.0,295.0,120.0,50.0,0.638,-2.73e-11,3.697004989175477e-11
950.0,115.0,335.0,170.0,70.0,0.64,6.55e-10,6.468080744045087e-10
950.0,155.0,295.0,420.0,50.0,0.632,2.34e-10,2.0534757213274617e-10
950.0,195.0,215.0,320.0,50.0,0.642,-6.92e-11,-9.349751816462793e-11
950.0,155.0,255.0,220.0,150.0,0.64,4.75e-10,4.483310911541982e-10
950.0,175.0,215.0,20.0,110.0,0.638,-3.11e-12,7.806147009258417e-12
950.0,195.0,255.0,120.0,150.0,0.632,1.2e-10,1.4110575953237707e-10
950.0,195.0,275.0,120.0,130.0,0.642,2.0799999999999998e-10,2.34945230666016e-10
950.0,115.0,315.0,170.0,130.0,0.638,8.250000000000001e-10,8.539890524505896e-10
950.0,115.0,295.0,220.0,130.0,0.636,8.050000000000001e-10,7.861070357895622e-10
950.0,155.0,235.0,370.0,90.0,0.642,-4.33e-10,-4.206213371655284e-10
950.0,175.0,315.0,170.0,50.0,0.638,2.3100000000000003e-11,-1.968701307073063e-11
950.0,135.0,335.0,120.0,90.0,0.636,4.5199999999999994e-10,4.700839498987467e-10
950.0,135.0,235.0,270.0,130.0,0.642,2.19e-10,1.963746644368652e-10
950.0,155.0,315.0,120.0,70.0,0.632,1.11e-10,1.451261687435356e-10
950.0,155.0,335.0,70.0,90.0,0.632,6.21e-11,1.0458273917297506e-11
950.0,195.0,235.0,320.0,70.0,0.632,-4.87e-11,-2.0515045760423285e-11
950.0,135.0,235.0,70.0,70.0,0.632,-1.73e-10,-1.8810591303528682e-10
950.0,175.0,315.0,320.0,130.0,0.638,-4.3e-10,-4.530060096210367e-10
950.0,195.0,255.0,370.0,50.0,0.634,5.94e-11,4.701827867218709e-11
950.0,155.0,315.0,370.0,130.0,0.634,-2.94e-10,-2.7682284368309495e-10
950.0,195.0,275.0,320.0,150.0,0.642,-3.28e-10,-3.397378611365038e-10
950.0,175.0,315.0,220.0,90.0,0.636,1.1e-10,8.113202284689156e-11
950.0,175.0,215.0,370.0,130.0,0.636,-1.85e-10,-1.597557467797513e-10
950.0,155.0,315.0,120.0,50.0,0.64,-6.76e-11,-1.0746653899422266e-10
950.0,175.0,275.0,20.0,70.0,0.634,-8.889999999999999e-11,-8.86879123874711e-11
950.0,195.0,255.0,420.0,50.0,0.632,9.72e-11,8.220927578590358e-11
950.0,195.0,235.0,270.0,130.0,0.642,-5.0300000000000003e-11,-5.142636934327931e-11
950.0,135.0,255.0,120.0,110.0,0.638,2.12e-10,2.360810021608032e-10
950.0,175.0,295.0,220.0,90.0,0.64,1.93e-10,1.6306208566728374e-10
950.0,135.0,335.0,370.0,130.0,0.64,-3.81e-10,-3.3427386248238686e-10
950.0,195.0,295.0,370.0,50.0,0.638,1.0100000000000001e-10,6.983232651602629e-11
950.0,135.0,335.0,20.0,130.0,0.636,1.54e-11,4.376540601204327e-11
950.0,175.0,235.0,170.0,130.0,0.642,2.77e-10,3.0314260167241527e-10
950.0,175.0,335.0,120.0,90.0,0.642,3.4399999999999995e-10,3.5776997129305144e-10
950.0,175.0,275.0,320.0,130.0,0.636,-4.45e-10,-4.453607766940964e-10
950.0,195.0,255.0,420.0,110.0,0.64,-4.81e-11,-2.5466723026062728e-11
950.0,175.0,275.0,270.0,150.0,0.636,-2.39e-10,-2.0864657413074825e-10
950.0,195.0,335.0,420.0,70.0,0.634,2.79e-10,2.7247086073622326e-10
950.0,175.0,275.0,270.0,90.0,0.64,-1.57e-10,-1.3434728525034227e-10
950.0,175.0,315.0,20.0,70.0,0.636,-7.549999999999998e-11,-4.991208016654795e-11
950.0,175.0,315.0,320.0,70.0,0.638,-1.34e-10,-1.1639801151034088e-10
950.0,155.0,295.0,220.0,130.0,0.642,4.32e-10,4.0594816640444755e-10
950.0,175.0,235.0,170.0,150.0,0.632,2.45e-10,2.746201556374938e-10
950.0,135.0,255.0,370.0,50.0,0.638,1.0100000000000001e-10,1.2747796179673172e-10
950.0,115.0,315.0,170.0,110.0,0.64,8.24e-10,8.562568495022266e-10
950.0,195.0,335.0,270.0,90.0,0.636,-3.01e-10,-2.7400036574160067e-10
950.0,195.0,335.0,420.0,50.0,0.632,2.63e-10,1.7367065828330505e-10
950.0,135.0,275.0,220.0,50.0,0.642,4.89e-12,3.623497004301511e-11
950.0,175.0,315.0,220.0,130.0,0.64,1.46e-10,1.16855323479036e-10
950.0,135.0,315.0,270.0,110.0,0.638,-3.78e-10,-3.5894268481158555e-10
950.0,155.0,215.0,120.0,50.0,0.642,2.29e-10,2.2746293577103558e-10
950.0,195.0,255.0,420.0,90.0,0.636,2.3100000000000003e-11,9.171932427376326e-12
950.0,155.0,235.0,420.0,150.0,0.638,-2.06e-10,-2.371610024735133e-10
950.0,175.0,255.0,420.0,70.0,0.642,-2.29e-10,-1.760074947530056e-10
950.0,115.0,315.0,270.0,90.0,0.64,-1.87e-10,-1.8617214938025478e-10
950.0,135.0,255.0,420.0,70.0,0.636,-1.0799999999999999e-10,-9.891451196154418e-11
950.0,135.0,215.0,170.0,150.0,0.64,2.95e-10,3.23644774810055e-10
950.0,175.0,235.0,120.0,70.0,0.634,-1.0799999999999999e-10,-9.317686998677803e-11
950.0,135.0,235.0,20.0,110.0,0.632,-1.25e-11,-3.61262339869829e-11
950.0,175.0,235.0,70.0,150.0,0.634,1.46e-11,8.108177613247221e-12
950.0,155.0,275.0,170.0,90.0,0.636,3.93e-10,4.0818582516178425e-10
950.0,135.0,295.0,270.0,50.0,0.636,-1.29e-11,-1.3325200709849625e-11
950.0,175.0,215.0,120.0,50.0,0.64,-6.11e-11,-6.458213404375181e-11
950.0,155.0,255.0,20.0,70.0,0.642,9.05e-12,4.195014735272435e-11
950.0,195.0,255.0,20.0,110.0,0.632,-1.62e-11,-1.8090351649013542e-11
950.0,195.0,315.0,320.0,90.0,0.636,-1.77e-10,-1.9741213339855974e-10
950.0,115.0,335.0,320.0,110.0,0.634,-9.48e-10,-9.819159351462667e-10
950.0,115.0,295.0,70.0,150.0,0.634,7.88e-11,8.771586544294448e-11
950.0,195.0,255.0,320.0,70.0,0.638,-4.06e-11,-3.3322230903691716e-12
950.0,175.0,335.0,270.0,50.0,0.636,-1.19e-10,-1.3574339392376235e-10
950.0,195.0,315.0,270.0,50.0,0.64,3.37e-11,-2.6443215477390943e-11
950.0,195.0,275.0,170.0,130.0,0.636,3.27e-10,3.506438298955207e-10
950.0,175.0,235.0,420.0,50.0,0.636,1.81e-10,1.5345976519805691e-10
950.0,175.0,295.0,220.0,130.0,0.634,2.72e-10,2.4500123250393055e-10
