Period,Ax,Bx,Gap,Au,Lam,Actual,Predicted
950.0,135.0,315.0,320.0,150.0,0.636,-7.85e-10,-7.773877290950649e-10
950.0,135.0,235.0,270.0,130.0,0.632,2.0500000000000002e-10,1.8189933076397215e-10
950.0,175.0,315.0,420.0,130.0,0.634,-2.41e-11,-5.966623256764163e-11
950.0,175.0,335.0,420.0,150.0,0.636,-1.4800000000000003e-11,2.3906012965498022e-11
950.0,195.0,215.0,70.0,150.0,0.642,1.06e-11,2.5513765083269726e-11
950.0,155.0,235.0,420.0,90.0,0.636,-1.17e-10,-1.499142558710967e-10
950.0,115.0,315.0,70.0,50.0,0.634,-1.52e-10,-1.331584732983786e-10
950.0,155.0,275.0,320.0,110.0,0.632,-5.34e-10,-5.167283915128535e-10
950.0,135.0,315.0,170.0,50.0,0.636,7.87e-11,9.477803029975164e-11
950.0,135.0,295.0,170.0,50.0,0.642,-6.25e-11,7.681767459311416e-11
950.0,135.0,235.0,20.0,110.0,0.642,-6.18e-12,-2.726627516930646e-12
950.0,195.0,255.0,270.0,90.0,0.64,-8.520000000000001e-11,-4.7869094074092124e-11
950.0,155.0,275.0,120.0,130.0,0.636,2.39e-10,2.3673162612020637e-10
950.0,155.0,215.0,70.0,130.0,0.642,1.5e-11,2.7896913552799088e-11
950.0,135.0,315.0,220.0,90.0,0.642,4.41e-10,4.1985212010489853e-10
950.0,195.0,255.0,120.0,70.0,0.642,2.77e-10,2.8380550079536434e-10
950.0,155.0,275.0,370.0,70.0,0.636,-9.68e-11,-9.488700611161392e-11
950.0,155.0,335.0,420.0,50.0,0.638,1.34e-10,1.8613831397581728e-10
950.0,135.0,235.0,420.0,150.0,0.632,-2.86e-10,-3.312605642553651e-10
950.0,135.0,215.0,170.0,130.0,0.642,2.91e-10,3.259169599252088e-10
950.0,155.0,335.0,20.0,70.0,0.636,-6.91e-11,-6.06356646535996e-11
950.0,195.0,275.0,70.0,110.0,0.642,7.26e-11,4.293448212959517e-11
950.0,195.0,295.0,220.0,70.0,0.636,4.66e-11,3.430779357712092e-11
950.0,135.0,235.0,220.0,130.0,0.642,5.34e-10,5.226899351274519e-10
950.0,155.0,235.0,320.0,90.0,0.634,-1.79e-10,-1.8133753429811558e-10
950.0,195.0,255.0,70.0,50.0,0.64,-6.21e-11,-1.663299532278382e-10
950.0,135.0,315.0,170.0,50.0,0.642,-4.54e-11,1.8710927468164555e-10
950.0,195.0,315.0,370.0,90.0,0.638,-2.1499999999999997e-11,-5.271964583046586e-11
950.0,155.0,275.0,220.0,130.0,0.642,4.83e-10,4.6000234920121654e-10
950.0,135.0,315.0,220.0,110.0,0.636,5.47e-10,5.155466170206062e-10
950.0,135.0,255.0,220.0,70.0,0.632,2.31e-10,1.9261425871163722e-10
950.0,135.0,215.0,370.0,70.0,0.638,-1.15e-10,-1.048260347825916e-10
950.0,195.0,255.0,70.0,70.0,0.64,-1.8299999999999998e-11,-5.913752602755288e-11
950.0,115.0,315.0,170.0,50.0,0.632,2.38e-10,2.64681572753664e-10
950.0,155.0,295.0,320.0,70.0,0.642,-4.05e-10,-4.3397758881161567e-10
950.0,175.0,335.0,170.0,130.0,0.634,5.29e-10,5.027834134340615e-10
950.0,155.0,215.0,370.0,90.0,0.642,-3.06e-10,-2.692561425450458e-10
950.0,195.0,295.0,270.0,70.0,0.634,-1.67e-10,-1.5799952288667997e-10
950.0,175.0,335.0,270.0,110.0,0.636,-4.88e-10,-4.5668231330722765e-10
950.0,175.0,315.0,270.0,70.0,0.636,-2e-10,-2.093367373585267e-10
950.0,195.0,215.0,270.0,50.0,0.642,3.05e-12,1.7919193033395763e-11
950.0,195.0,295.0,370.0,130.0,0.636,-1.21e-10,-1.4434249539814345e-10
950.0,135.0,295.0,70.0,150.0,0.638,9.480000000000001e-11,8.014051686197507e-11
950.0,195.0,235.0,270.0,110.0,0.636,-3.75e-11,-2.3763368576974293e-11
950.0,195.0,215.0,20.0,130.0,0.642,6.89e-13,4.401937742806739e-12
950.0,115.0,295.0,220.0,50.0,0.638,9.71e-11,1.0727066205100457e-10
950.0,135.0,215.0,420.0,50.0,0.636,2.38e-10,1.8340634891621027e-10
950.0,195.0,295.0,220.0,150.0,0.638,1.11e-10,7.652378119974448e-11
950.0,175.0,255.0,220.0,50.0,0.642,8.91e-11,1.2364881324521497e-10
950.0,155.0,275.0,320.0,90.0,0.642,-5.49e-10,-5.207773688573983e-10
950.0,175.0,255.0,270.0,70.0,0.636,-1.94e-11,-4.659906303565761e-11
950.0,175.0,295.0,320.0,70.0,0.64,-1.42e-10,-1.660762530602179e-10
950.0,195.0,235.0,220.0,150.0,0.64,1.7e-10,1.4430087433382883e-10
950.0,195.0,255.0,70.0,50.0,0.636,-1.19e-10,-1.0131384598419761e-10
950.0,135.0,315.0,70.0,130.0,0.632,9.7e-11,9.96507879080592e-11
950.0,175.0,295.0,70.0,50.0,0.632,-1.4699999999999998e-10,-1.2976886441098378e-10
950.0,135.0,255.0,20.0,110.0,0.632,-1.65e-11,-4.298264889038811e-11
950.0,155.0,255.0,220.0,150.0,0.632,4.81e-10,4.524172714547507e-10
950.0,175.0,335.0,220.0,130.0,0.636,8.85e-13,-5.78340023202479e-12
950.0,135.0,275.0,70.0,50.0,0.642,-3.99e-10,-3.0491702662356767e-10
950.0,115.0,295.0,270.0,110.0,0.64,1.2400000000000004e-12,-2.581645223879768e-11
950.0,195.0,215.0,370.0,110.0,0.632,-5.78e-11,-5.418426579378565e-11
950.0,175.0,255.0,70.0,50.0,0.642,-2.94e-10,-9.762212245247138e-11
950.0,155.0,295.0,320.0,50.0,0.636,-6.63e-13,-8.366394841301327e-12
950.0,195.0,255.0,220.0,130.0,0.632,2.0299999999999997e-10,1.7875722290994556e-10
950.0,175.0,275.0,70.0,90.0,0.638,-1.19e-11,-1.6483634133156622e-11
950.0,175.0,235.0,270.0,90.0,0.638,1.04e-12,-1.4285615492019853e-11
950.0,155.0,315.0,120.0,130.0,0.642,3.79e-10,3.823718279329533e-10
950.0,175.0,335.0,70.0,90.0,0.64,9.480000000000001e-11,8.588423932750218e-11
950.0,155.0,315.0,120.0,150.0,0.636,3.670000000000001e-10,3.638780170913579e-10
950.0,175.0,335.0,220.0,150.0,0.642,6.93e-13,4.866844269627423e-13
950.0,155.0,335.0,320.0,70.0,0.636,-2.95e-10,-3.181049762896084e-10
950.0,175.0,335.0,120.0,70.0,0.636,1.32e-10,1.6991108894581924e-10
950.0,135.0,315.0,120.0,110.0,0.638,4.02e-10,3.8384532792733773e-10
950.0,135.0,275.0,20.0,90.0,0.632,-5.0300000000000003e-11,-5.6688747670984034e-11
950.0,155.0,255.0,270.0,110.0,0.638,1.02e-12,-7.56835588756006e-12
950.0,175.0,295.0,320.0,70.0,0.634,-1.64e-10,-1.5279748587747438e-10
950.0,135.0,295.0,220.0,130.0,0.642,6.08e-10,5.919250906575338e-10
950.0,155.0,255.0,20.0,90.0,0.64,5.24e-12,4.213865896693094e-12
950.0,175.0,215.0,20.0,50.0,0.64,-1.11e-11,-2.654700749180298e-11
950.0,175.0,215.0,70.0,90.0,0.632,-6.39e-11,-4.027538286010473e-11
950.0,195.0,255.0,370.0,50.0,0.638,8.89e-11,1.0340109508196428e-10
950.0,195.0,335.0,270.0,90.0,0.638,-2.79e-10,-2.588909668202767e-10
950.0,135.0,295.0,220.0,70.0,0.642,3.07e-10,3.518906080619468e-10
950.0,115.0,335.0,170.0,150.0,0.642,8.41e-10,9.03934116743956e-10
950.0,115.0,335.0,270.0,110.0,0.632,-4.82e-10,-3.9475209894926995e-10
950.0,135.0,215.0,370.0,50.0,0.632,1.6e-10,1.8844372753757595e-10
950.0,195.0,335.0,220.0,150.0,0.642,-1.12e-10,-7.974634635103212e-11
950.0,175.0,215.0,270.0,50.0,0.642,2.0300000000000004e-11,6.253040758176199e-11
950.0,135.0,275.0,120.0,110.0,0.64,2.91e-10,2.9804021015974795e-10
950.0,135.0,255.0,270.0,130.0,0.638,1.36e-10,1.1398379428158891e-10
950.0,135.0,215.0,320.0,130.0,0.636,-1.52e-10,-1.63454463546513e-10
950.0,155.0,275.0,220.0,70.0,0.642,2.86e-10,3.2972174386202824e-10
950.0,195.0,335.0,370.0,150.0,0.634,-6.51e-11,-3.556554303290846e-12
950.0,195.0,235.0,20.0,130.0,0.632,-6.15e-12,4.662615007757078e-12
950.0,155.0,315.0,120.0,70.0,0.638,1.38e-10,1.525251960505177e-10
950.0,135.0,255.0,70.0,150.0,0.634,3.08e-11,9.046470189923121e-14
950.0,135.0,235.0,270.0,50.0,0.642,8.22e-11,7.607712616436503e-11
950.0,155.0,255.0,370.0,70.0,0.634,-6.1e-11,-6.138468689873029e-11
950.0,115.0,315.0,370.0,130.0,0.642,-6.65e-10,-7.080588720645364e-10
950.0,175.0,335.0,370.0,150.0,0.632,-1.25e-10,-7.215401064270916e-11
950.0,155.0,255.0,170.0,110.0,0.636,3.94e-10,4.19372069117855e-10
950.0,135.0,315.0,320.0,50.0,0.642,2.2899999999999993e-13,-9.959036413299139e-11
950.0,155.0,295.0,320.0,50.0,0.642,2.21e-11,-5.198222218198233e-11
950.0,135.0,295.0,420.0,70.0,0.636,-6.6e-11,-6.017835176526783e-11
950.0,195.0,215.0,220.0,110.0,0.632,7.14e-11,6.849650060653288e-11
950.0,155.0,235.0,220.0,110.0,0.632,3.38e-10,3.1005078974110465e-10
950.0,135.0,255.0,270.0,70.0,0.638,4.84e-11,3.749108922281263e-11
950.0,195.0,335.0,70.0,110.0,0.642,1.17e-10,8.667466993493125e-11
950.0,195.0,215.0,220.0,70.0,0.636,4.31e-12,1.6044025643753435e-11
950.0,195.0,315.0,420.0,70.0,0.642,3.86e-11,7.70004093995596e-11
950.0,135.0,315.0,420.0,130.0,0.632,-1.35e-10,-1.6217713568750823e-10
950.0,195.0,215.0,420.0,70.0,0.632,4.180000000000001e-11,4.2124882452395404e-11
950.0,155.0,215.0,320.0,50.0,0.632,4.95e-11,7.453693146344394e-11
950.0,175.0,315.0,420.0,150.0,0.632,-2.81e-11,-7.085067127556457e-11
950.0,195.0,335.0,220.0,110.0,0.642,-1.19e-10,-9.092070130117317e-11
950.0,115.0,315.0,120.0,130.0,0.638,4.18e-10,3.883003298193025e-10
950.0,155.0,235.0,170.0,50.0,0.632,-2.12e-10,-2.0666419445358352e-10
950.0,155.0,295.0,20.0,130.0,0.632,-5.03e-12,2.3183339823839106e-11
950.0,135.0,255.0,420.0,130.0,0.64,-3.26e-10,-3.3407799073928175e-10
950.0,115.0,295.0,220.0,110.0,0.64,7.66e-10,7.259138722382404e-10
950.0,135.0,315.0,270.0,150.0,0.634,-4.09e-10,-3.71719300504459e-10
950.0,175.0,295.0,20.0,150.0,0.634,4.06e-12,3.4061342966832387e-11
950.0,155.0,295.0,370.0,130.0,0.638,-3.6999999999999996e-10,-3.9238996411469524e-10
950.0,155.0,215.0,270.0,150.0,0.64,1.34e-10,1.099606565279918e-10
950.0,175.0,295.0,120.0,70.0,0.642,2.38e-10,1.2137847279615663e-10
950.0,115.0,315.0,320.0,150.0,0.632,-9.28e-10,-9.423334593929078e-10
950.0,195.0,335.0,220.0,50.0,0.634,-4.610000000000001e-11,-2.1238105790476283e-11
950.0,195.0,235.0,70.0,70.0,0.638,-7.13e-11,-7.209484352664214e-11
950.0,135.0,335.0,370.0,130.0,0.638,-3.79e-10,-3.416808838479388e-10
950.0,135.0,315.0,120.0,110.0,0.636,3.96e-10,3.764963527550544e-10
950.0,155.0,255.0,320.0,70.0,0.638,-1.0799999999999999e-10,-8.966357285870503e-11
950.0,195.0,255.0,170.0,110.0,0.642,2.93e-10,2.8405026564279596e-10
950.0,155.0,215.0,320.0,110.0,0.642,-1.8e-10,-1.614011558815625e-10
950.0,175.0,335.0,420.0,50.0,0.64,4.53e-11,3.279036617361228e-11
950.0,135.0,295.0,220.0,150.0,0.636,6.43e-10,6.126813756977162e-10
950.0,155.0,255.0,420.0,70.0,0.634,9.65e-11,8.72912092343254e-11
950.0,175.0,315.0,120.0,150.0,0.64,3.38e-10,3.6486584138715105e-10
950.0,195.0,275.0,320.0,150.0,0.636,-3.22e-10,-3.4692283490495916e-10
950.0,175.0,215.0,70.0,150.0,0.632,1.5900000000000023e-13,5.103839998565603e-12
950.0,135.0,335.0,170.0,50.0,0.632,2.67e-10,2.408272083593605e-10
950.0,195.0,255.0,120.0,70.0,0.636,-3.35e-11,-1.1804848206165746e-11
950.0,155.0,235.0,220.0,90.0,0.638,2.51e-10,2.4811614768556977e-10
950.0,195.0,235.0,370.0,110.0,0.634,-1.01e-10,-1.1471792289649909e-10
950.0,135.0,295.0,420.0,90.0,0.642,-2.16e-10,-2.2986322027613317e-10
950.0,195.0,295.0,370.0,90.0,0.638,-4.52e-11,-6.561620857396816e-11
950.0,135.0,295.0,220.0,90.0,0.64,5.2e-10,4.914688490776114e-10
950.0,155.0,215.0,420.0,110.0,0.638,-1.91e-10,-1.901762007760213e-10
950.0,135.0,275.0,320.0,130.0,0.634,-6.46e-10,-6.369182757199339e-10
950.0,135.0,315.0,370.0,90.0,0.634,-4.5e-10,-4.57766552023824e-10
950.0,195.0,275.0,170.0,130.0,0.64,3.3199999999999994e-10,3.6342108584700363e-10
950.0,195.0,335.0,220.0,150.0,0.632,-1.3e-10,-8.899715641309776e-11
950.0,155.0,315.0,370.0,90.0,0.634,-2.19e-10,-2.0128106765866332e-10
950.0,115.0,295.0,320.0,90.0,0.638,-7.09e-10,-6.732310059229254e-10
950.0,135.0,335.0,70.0,90.0,0.638,1.42e-10,1.2077142412557755e-10
950.0,115.0,295.0,320.0,90.0,0.634,-7.31e-10,-7.225574447631768e-10
950.0,155.0,295.0,120.0,110.0,0.638,2.98e-10,3.053832904898719e-10
950.0,155.0,235.0,270.0,110.0,0.642,9.3e-11,7.34861498026021e-11
950.0,155.0,295.0,70.0,110.0,0.638,7.720000000000002e-11,6.032083522053797e-11
950.0,175.0,235.0,420.0,110.0,0.642,-1.41e-10,-1.4325116016947216e-10
950.0,195.0,335.0,120.0,150.0,0.64,3.26e-10,3.5748710186592733e-10
950.0,135.0,255.0,220.0,90.0,0.634,4.68e-10,4.4799886633672693e-10
950.0,155.0,215.0,270.0,50.0,0.638,-3.17e-11,-3.496796581525497e-11
950.0,155.0,255.0,420.0,70.0,0.638,2.37e-11,2.7634505650923748e-11
950.0,195.0,295.0,120.0,70.0,0.634,5.4e-11,6.756247450954936e-11
950.0,195.0,255.0,270.0,130.0,0.634,-1.39e-10,-1.1738569000949893e-10
950.0,135.0,315.0,270.0,110.0,0.632,-4.04e-10,-3.7325750345005287e-10
950.0,175.0,275.0,220.0,50.0,0.632,5.069999999999999e-11,2.8605604363680646e-11
950.0,195.0,335.0,20.0,90.0,0.632,-2.5099999999999996e-11,-1.6169899069834058e-11
950.0,175.0,275.0,320.0,110.0,0.64,-4.23e-10,-4.309306543731115e-10
950.0,175.0,215.0,120.0,90.0,0.632,-3.56e-11,-7.902922214865778e-12
950.0,175.0,335.0,220.0,150.0,0.632,1.6400000000000003e-12,8.74089597292374e-12
950.0,155.0,295.0,320.0,130.0,0.636,-6.249999999999999e-10,-6.411225829569763e-10
950.0,175.0,215.0,420.0,50.0,0.634,1.52e-10,1.3335133081567532e-10
950.0,175.0,255.0,420.0,110.0,0.632,-4.04e-11,-5.5699326801242527e-11
950.0,195.0,275.0,270.0,130.0,0.638,-2.4e-10,-2.1664105337362706e-10
950.0,195.0,255.0,320.0,130.0,0.634,-2.67e-10,-2.655016618614394e-10
950.0,135.0,315.0,170.0,110.0,0.64,7.34e-10,7.756047340251133e-10
950.0,195.0,335.0,20.0,130.0,0.638,1.09e-11,-3.5528021628974474e-12
950.0,155.0,255.0,170.0,70.0,0.636,7.720000000000002e-11,9.494784632357845e-11
950.0,175.0,235.0,370.0,90.0,0.632,-1.05e-10,-9.978600569984016e-11
950.0,175.0,215.0,220.0,70.0,0.642,1.85e-10,1.9887207065733148e-10
950.0,155.0,255.0,120.0,50.0,0.632,-2.78e-10,-2.5250135680304787e-10
950.0,175.0,335.0,320.0,70.0,0.642,-1.86e-10,-1.9278699571610253e-10
950.0,155.0,315.0,70.0,130.0,0.642,1.21e-10,8.017249654920385e-11
950.0,195.0,255.0,120.0,130.0,0.642,1.52e-10,1.7301015824336373e-10
950.0,115.0,295.0,170.0,150.0,0.64,7.46e-10,7.799585798913418e-10
950.0,195.0,275.0,370.0,130.0,0.634,-1.38e-10,-1.4360220467564733e-10
950.0,195.0,335.0,220.0,90.0,0.634,-1.01e-10,-6.793438128815132e-11
950.0,155.0,215.0,370.0,90.0,0.632,-1.42e-10,-1.266197777825419e-10
950.0,135.0,295.0,220.0,150.0,0.64,6.27e-10,6.014879028275522e-10
950.0,175.0,275.0,170.0,150.0,0.642,4.45e-10,4.697644299850961e-10
950.0,155.0,315.0,20.0,150.0,0.638,1.27e-11,4.6247170840238864e-11
950.0,195.0,335.0,70.0,110.0,0.64,1.1e-10,8.28101794556576e-11
950.0,135.0,315.0,320.0,110.0,0.64,-7.600000000000001e-10,-7.562741601502297e-10
950.0,195.0,255.0,20.0,130.0,0.638,-2.34e-12,1.6340591710339104e-13
950.0,115.0,315.0,120.0,130.0,0.632,3.85e-10,3.362471284106289e-10
950.0,195.0,315.0,170.0,50.0,0.634,1.35e-10,1.476621229023901e-10
950.0,135.0,275.0,120.0,150.0,0.636,2.59e-10,2.496387902621498e-10
950.0,135.0,275.0,270.0,110.0,0.642,2.48e-12,-8.04773725530131e-12
950.0,175.0,275.0,170.0,50.0,0.632,2.1900000000000003e-11,1.42928791410731e-11
950.0,155.0,335.0,370.0,130.0,0.64,-2.41e-10,-1.9976109024669484e-10
950.0,135.0,255.0,370.0,50.0,0.634,1.22e-10,1.222620306628876e-10
950.0,175.0,335.0,420.0,110.0,0.632,7.96e-12,2.8211910559160713e-11
950.0,175.0,215.0,420.0,50.0,0.642,-2.62e-10,-2.53264781518545e-10
950.0,135.0,255.0,320.0,130.0,0.634,-4.76e-10,-4.5801148495588796e-10
950.0,135.0,335.0,370.0,130.0,0.634,-3.7099999999999996e-10,-3.223112039725754e-10
950.0,155.0,215.0,320.0,110.0,0.638,-1.4900000000000003e-10,-1.421910486889037e-10
950.0,195.0,235.0,270.0,50.0,0.636,1.27e-12,-2.6885978493615832e-11
950.0,155.0,315.0,370.0,130.0,0.638,-3.06e-10,-2.9589108177148266e-10
950.0,135.0,215.0,320.0,70.0,0.634,-2.76e-11,-3.328730244284541e-11
950.0,195.0,235.0,220.0,90.0,0.642,1.67e-10,1.2590544391968168e-10
950.0,195.0,275.0,370.0,70.0,0.64,-1.04e-11,-3.8267180511276784e-11
950.0,195.0,315.0,20.0,150.0,0.638,1.14e-11,1.5610754152705768e-11
950.0,135.0,275.0,20.0,150.0,0.634,1.55e-12,3.2136510654927846e-12
950.0,175.0,275.0,120.0,90.0,0.638,1.23e-10,1.2917139253572552e-10
950.0,135.0,215.0,120.0,110.0,0.64,1.26e-10,1.4714428381008304e-10
950.0,135.0,275.0,20.0,90.0,0.642,1.83e-12,-6.693888307288137e-12
950.0,155.0,255.0,320.0,70.0,0.632,-1.2e-10,-1.0538312939045072e-10
950.0,175.0,295.0,220.0,90.0,0.636,1.8e-10,1.5496272533889984e-10
950.0,195.0,255.0,270.0,90.0,0.632,-9.4e-11,-6.990466769471725e-11
950.0,195.0,255.0,70.0,90.0,0.636,-3.28e-11,-1.731915642728897e-11
950.0,195.0,255.0,420.0,150.0,0.642,-6.04e-11,-4.868171552281358e-11
950.0,135.0,215.0,70.0,110.0,0.642,3.4399999999999995e-13,1.0037342228399699e-11
950.0,195.0,235.0,120.0,70.0,0.636,-4.920000000000001e-11,-2.992507696719877e-11
950.0,155.0,315.0,220.0,70.0,0.638,1.36e-10,1.1024777189477107e-10
950.0,135.0,275.0,370.0,130.0,0.638,-5.98e-10,-6.230480230519442e-10
950.0,115.0,335.0,320.0,50.0,0.642,-4.96e-11,-1.3829565921781908e-10
950.0,195.0,335.0,320.0,150.0,0.632,-2.39e-10,-3.442939799011345e-10
950.0,195.0,255.0,320.0,50.0,0.642,-1.44e-10,-1.942277925399961e-10
950.0,135.0,235.0,20.0,130.0,0.636,4.039999999999999e-13,-4.252380536268273e-12
950.0,195.0,235.0,70.0,130.0,0.632,3.689999999999999e-12,1.1299937623810918e-11
950.0,155.0,255.0,370.0,90.0,0.638,-3.22e-10,-3.0939621770663695e-10
950.0,195.0,295.0,170.0,90.0,0.636,2.62e-10,2.549396968953273e-10
950.0,155.0,295.0,220.0,150.0,0.636,4.58e-10,4.2953823178706025e-10
950.0,135.0,215.0,370.0,150.0,0.638,-4.21e-10,-3.801631743923452e-10
950.0,195.0,255.0,270.0,130.0,0.64,-1.38e-10,-1.2029449059943786e-10
950.0,175.0,215.0,320.0,70.0,0.634,-9.69e-13,1.3004608641449494e-11
950.0,155.0,275.0,120.0,130.0,0.642,2.72e-10,2.791700827876956e-10
950.0,175.0,315.0,120.0,110.0,0.638,3.01e-10,3.346637149370091e-10
950.0,175.0,275.0,70.0,90.0,0.634,-4.07e-11,-5.49682102972359e-11
950.0,135.0,235.0,120.0,130.0,0.642,1.58e-10,1.6174702360397162e-10
950.0,175.0,215.0,70.0,110.0,0.634,-1.6399999999999996e-11,-8.158278347866678e-13
950.0,175.0,255.0,70.0,110.0,0.632,-1.14e-11,-2.5794736536392224e-11
950.0,175.0,275.0,420.0,50.0,0.634,1.85e-10,1.853853641420742e-10
950.0,195.0,235.0,120.0,130.0,0.642,9.51e-11,1.1864276625637796e-10
950.0,135.0,255.0,170.0,150.0,0.632,4.6399999999999995e-10,5.05781851737807e-10
950.0,195.0,255.0,420.0,50.0,0.638,1.2e-10,9.272877089755256e-11
950.0,135.0,335.0,420.0,150.0,0.638,-1.13e-10,-1.7493721805593887e-10
950.0,195.0,315.0,20.0,110.0,0.642,5.66e-12,1.0998032040553832e-11
950.0,155.0,235.0,170.0,110.0,0.636,2.96e-10,3.1072163218432107e-10
950.0,115.0,315.0,170.0,70.0,0.632,7.25e-10,7.300387866913189e-10
950.0,155.0,255.0,170.0,150.0,0.642,4.45e-10,4.744988851872774e-10
950.0,115.0,335.0,370.0,70.0,0.642,-4.03e-10,-3.553995942814547e-10
950.0,175.0,235.0,70.0,110.0,0.638,7.73e-12,2.437302102846381e-11
950.0,135.0,315.0,220.0,150.0,0.636,5.65e-10,5.271445708987375e-10
950.0,175.0,315.0,120.0,90.0,0.636,2.1500000000000003e-10,2.435066054799145e-10
950.0,155.0,315.0,170.0,130.0,0.632,6.640000000000001e-10,7.135731042184703e-10
950.0,195.0,215.0,420.0,50.0,0.638,6.21e-11,7.317770815171265e-11
950.0,115.0,295.0,270.0,70.0,0.642,1.06e-11,-9.0969999653089e-12
950.0,135.0,295.0,120.0,70.0,0.638,1.97e-10,2.0325473442389731e-10
950.0,155.0,315.0,220.0,150.0,0.64,3.38e-10,3.0302352996301754e-10
950.0,155.0,235.0,320.0,150.0,0.636,-3.3e-10,-3.171780099862877e-10
950.0,195.0,235.0,170.0,70.0,0.64,2.56e-11,2.7043176461013155e-11
950.0,175.0,255.0,120.0,110.0,0.632,9.84e-11,1.1992546275195412e-10
950.0,195.0,235.0,20.0,50.0,0.632,-5.74e-11,-5.1289701658574753e-11
950.0,135.0,215.0,120.0,50.0,0.636,-3.03e-10,-2.722595949691594e-10
950.0,175.0,255.0,20.0,150.0,0.642,5.8499999999999995e-12,1.263679875712575e-11
950.0,115.0,315.0,270.0,50.0,0.632,-5.2e-11,-6.859702018466277e-11
950.0,135.0,215.0,270.0,70.0,0.636,4.63e-11,4.700143340188678e-11
950.0,155.0,215.0,120.0,50.0,0.636,-2.63e-10,-2.3665285492029107e-10
950.0,195.0,275.0,270.0,90.0,0.64,-1.58e-10,-1.1938907180592566e-10
950.0,155.0,255.0,370.0,90.0,0.634,-2.85e-10,-2.8672716307572973e-10
950.0,175.0,255.0,370.0,50.0,0.634,1.1e-10,1.0119046881754061e-10
950.0,135.0,315.0,370.0,110.0,0.632,-4.55e-10,-4.5999220516266267e-10
950.0,155.0,335.0,170.0,150.0,0.642,6.33e-10,6.154218431938055e-10
950.0,175.0,335.0,170.0,150.0,0.64,5.05e-10,4.752554759895624e-10
950.0,135.0,295.0,120.0,110.0,0.634,3.17e-10,3.061006396725089e-10
950.0,175.0,255.0,120.0,90.0,0.64,1.36e-10,1.2772674946338708e-10
950.0,195.0,235.0,270.0,90.0,0.64,-2.7899999999999995e-11,-1.8742279603167445e-11
950.0,135.0,275.0,370.0,90.0,0.64,-5.57e-10,-5.83379349744678e-10
950.0,155.0,255.0,370.0,90.0,0.636,-3.01e-10,-3.1074233165991077e-10
950.0,155.0,295.0,320.0,110.0,0.634,-5.97e-10,-6.062024930027368e-10
950.0,175.0,235.0,420.0,150.0,0.632,-8.58e-11,-1.2371149985320485e-10
950.0,155.0,255.0,370.0,150.0,0.642,-4.44e-10,-4.744075229330706e-10
950.0,195.0,235.0,20.0,110.0,0.642,4.76e-12,9.581790476453475e-12
950.0,175.0,315.0,20.0,150.0,0.642,1.4700000000000005e-11,3.3122009604403465e-11
950.0,175.0,315.0,320.0,50.0,0.634,-6.46e-11,-6.751930464600368e-11
950.0,135.0,275.0,120.0,90.0,0.636,2.39e-10,2.759442975133358e-10
950.0,195.0,315.0,420.0,90.0,0.634,3.13e-11,7.486987749531495e-11
950.0,155.0,335.0,70.0,110.0,0.64,1.46e-10,1.1942088084193385e-10
950.0,175.0,335.0,420.0,150.0,0.634,-1.33e-11,4.717733005439528e-12
950.0,155.0,295.0,20.0,110.0,0.638,-3.65e-12,1.4257520778996307e-11
950.0,175.0,235.0,170.0,130.0,0.638,2.5e-10,2.702469533026518e-10
950.0,115.0,335.0,370.0,70.0,0.636,-5.54e-10,-5.501083310957606e-10
950.0,175.0,295.0,270.0,150.0,0.64,-3.6799999999999997e-10,-3.3575943173557535e-10
950.0,135.0,315.0,170.0,110.0,0.636,7.51e-10,7.792866330394433e-10
950.0,135.0,315.0,20.0,110.0,0.642,-1.67e-12,2.5177451095629264e-11
950.0,155.0,335.0,370.0,150.0,0.64,-2.42e-10,-1.9742320198977266e-10
950.0,115.0,315.0,170.0,50.0,0.642,-2.0700000000000003e-11,4.370819860702907e-11
950.0,175.0,215.0,70.0,90.0,0.636,-4.34e-11,-1.593737131140548e-11
950.0,195.0,315.0,70.0,50.0,0.64,-6.61e-11,-7.833184241593431e-11
950.0,155.0,235.0,320.0,110.0,0.642,-3.19e-10,-2.9903604970439043e-10
950.0,175.0,295.0,320.0,150.0,0.638,-4.72e-10,-5.004835915293285e-10
950.0,175.0,255.0,170.0,50.0,0.642,2.0500000000000002e-10,1.9421065667130043e-10
950.0,175.0,275.0,170.0,70.0,0.634,1.16e-10,1.339184652127931e-10
950.0,155.0,275.0,370.0,110.0,0.64,-4.14e-10,-4.396707013463824e-10
950.0,195.0,215.0,320.0,150.0,0.642,-9.85e-11,-8.520324139635969e-11
950.0,175.0,295.0,70.0,150.0,0.64,9.35e-11,6.47744870069004e-11
950.0,155.0,315.0,120.0,110.0,0.642,3.81e-10,3.966577434801671e-10
950.0,135.0,255.0,170.0,150.0,0.634,4.82e-10,5.159316379916158e-10
950.0,195.0,295.0,70.0,50.0,0.638,-1.16e-10,-7.150755411504313e-11
950.0,195.0,335.0,320.0,50.0,0.638,2.84e-11,2.309111296581991e-12
950.0,135.0,295.0,270.0,110.0,0.634,-1.81e-10,-1.6947619857578536e-10
950.0,195.0,335.0,420.0,150.0,0.636,2.95e-10,2.6101641331154585e-10
950.0,175.0,235.0,20.0,50.0,0.632,-1.0599999999999998e-10,-1.1811161122152869e-10
950.0,155.0,215.0,420.0,150.0,0.64,-2.0699999999999998e-10,-2.2505498871317904e-10
