Period,Ax,Bx,Gap,Au,Lam,Predicted,Actual
950.0,175.0,235.0,420.0,50.0,0.636,1.545252879554938e-10,1.81e-10
950.0,175.0,295.0,220.0,130.0,0.634,2.466723124637731e-10,2.72e-10
950.0,135.0,255.0,20.0,110.0,0.638,3.364072943871124e-12,1.86e-12
950.0,195.0,215.0,370.0,110.0,0.638,-7.466852505964858e-11,-6.63e-11
950.0,155.0,235.0,20.0,130.0,0.634,-4.420899940179235e-12,-5.93e-12
950.0,135.0,295.0,320.0,150.0,0.632,-7.652821422951081e-10,-7.73e-10
950.0,175.0,335.0,370.0,50.0,0.636,9.033293407477226e-11,1.0300000000000002e-10
950.0,155.0,335.0,270.0,110.0,0.638,-5.297092753323311e-10,-5.62e-10
950.0,175.0,295.0,170.0,90.0,0.636,3.630468370742025e-10,3.4199999999999996e-10
950.0,155.0,255.0,320.0,90.0,0.636,-3.0190387036554707e-10,-3.02e-10
950.0,195.0,275.0,370.0,90.0,0.64,-1.0469227253849012e-10,-9.87e-11
950.0,175.0,255.0,70.0,150.0,0.632,8.84304272841382e-14,2.29e-11
950.0,195.0,215.0,170.0,110.0,0.634,7.645070606379156e-11,6.07e-11
950.0,155.0,335.0,270.0,70.0,0.632,-3.6673795831188115e-10,-3.97e-10
950.0,175.0,235.0,70.0,90.0,0.636,-3.157860235076514e-11,-5.17e-11
950.0,195.0,335.0,20.0,70.0,0.638,-6.325639799288827e-11,-5.2e-11
950.0,195.0,315.0,420.0,150.0,0.64,2.183549600384249e-11,-1.38e-11
950.0,175.0,235.0,420.0,90.0,0.64,-8.663821873945821e-11,-1.01e-10
950.0,175.0,235.0,120.0,50.0,0.634,-1.6732906082629592e-10,-1.81e-10
950.0,155.0,295.0,120.0,70.0,0.642,2.0389827999191915e-10,2.54e-10
950.0,115.0,315.0,120.0,90.0,0.642,4.3115669580111134e-10,4.15e-10
950.0,175.0,335.0,220.0,150.0,0.634,-7.247167954488526e-12,1.07e-12
950.0,135.0,255.0,370.0,150.0,0.638,-5.927038618328294e-10,-5.97e-10
950.0,155.0,235.0,170.0,130.0,0.642,3.849604405949022e-10,3.51e-10
950.0,135.0,235.0,20.0,150.0,0.64,1.2585350411618391e-11,3.64e-12
950.0,155.0,295.0,270.0,90.0,0.638,-2.067377556184203e-10,-2.27e-10
950.0,175.0,215.0,120.0,110.0,0.642,1.0052534745956748e-10,7.95e-11
950.0,175.0,235.0,370.0,130.0,0.634,-2.5364770669399575e-10,-2.38e-10
950.0,135.0,275.0,420.0,50.0,0.634,2.3815553032184313e-10,2.51e-10
950.0,175.0,215.0,270.0,70.0,0.64,1.6976400680500227e-11,1.29e-11
950.0,195.0,335.0,120.0,70.0,0.642,2.512747076397854e-10,1.75e-10
950.0,135.0,235.0,370.0,130.0,0.642,-5.273887636106631e-10,-5.37e-10
950.0,195.0,215.0,320.0,110.0,0.642,-1.2018895813729025e-10,-9.67e-11
950.0,175.0,235.0,420.0,150.0,0.638,-1.306664418067205e-10,-1.1100000000000002e-10
950.0,175.0,255.0,170.0,50.0,0.64,-6.67356372372489e-11,-7.77e-11
950.0,115.0,335.0,370.0,130.0,0.638,-5.345953246453784e-10,-5.59e-10
950.0,195.0,215.0,370.0,90.0,0.642,-9.007004372333717e-11,-1.0599999999999998e-10
950.0,155.0,235.0,70.0,50.0,0.634,-2.811162032431198e-10,-2.87e-10
950.0,135.0,275.0,220.0,90.0,0.64,4.878865721916929e-10,5.25e-10
950.0,175.0,335.0,320.0,70.0,0.634,-1.8386427852793536e-10,-1.53e-10
950.0,155.0,255.0,170.0,50.0,0.638,-1.5672740262824432e-10,-1.4799999999999998e-10
950.0,195.0,335.0,70.0,110.0,0.632,7.000756112564913e-11,8.07e-11
950.0,135.0,235.0,270.0,110.0,0.638,1.6641435688407195e-10,1.88e-10
950.0,135.0,335.0,420.0,70.0,0.64,-8.423853947086139e-11,-8.03e-11
950.0,195.0,255.0,370.0,130.0,0.638,-1.743473892458402e-10,-1.52e-10
950.0,175.0,315.0,220.0,90.0,0.634,8.433810784562192e-11,1.18e-10
950.0,195.0,275.0,220.0,90.0,0.642,1.4659663821627992e-10,1.74e-10
950.0,155.0,315.0,370.0,50.0,0.634,8.704456480866551e-11,9.71e-11
950.0,195.0,275.0,370.0,150.0,0.632,-1.4140238489965955e-10,-1.43e-10
950.0,195.0,275.0,320.0,50.0,0.632,-4.65219191272507e-11,-6.07e-11
950.0,115.0,295.0,420.0,150.0,0.638,-3.674633021282872e-10,-3.47e-10
950.0,135.0,255.0,70.0,130.0,0.64,3.1095552396016524e-11,5.65e-11
950.0,195.0,295.0,420.0,50.0,0.638,4.1381082912622775e-11,1.08e-10
950.0,135.0,315.0,170.0,70.0,0.632,5.197942670214521e-10,5.21e-10
950.0,175.0,295.0,220.0,110.0,0.638,2.0878890025038465e-10,2.34e-10
950.0,195.0,235.0,20.0,90.0,0.636,-1.6211529216637942e-11,-2.81e-11
950.0,155.0,235.0,170.0,110.0,0.642,3.783774524973687e-10,3.64e-10
950.0,135.0,235.0,420.0,90.0,0.636,-3.18546917014584e-10,-2.95e-10
950.0,135.0,275.0,270.0,70.0,0.634,-1.8062861903690732e-11,1.02e-12
950.0,175.0,215.0,20.0,70.0,0.632,-6.97420708342212e-11,-6.88e-11
950.0,135.0,295.0,170.0,150.0,0.634,6.939732016588921e-10,6.85e-10
950.0,175.0,335.0,220.0,110.0,0.632,1.1243557356161893e-12,1.8e-12
950.0,175.0,255.0,420.0,130.0,0.638,-1.0174360346026477e-10,-9.72e-11
950.0,135.0,255.0,120.0,50.0,0.638,-2.0044747877557632e-10,-2.2e-10
950.0,155.0,255.0,420.0,150.0,0.636,-1.8692351417299463e-10,-1.81e-10
950.0,135.0,215.0,420.0,90.0,0.638,-2.8715592974884784e-10,-2.98e-10
950.0,195.0,295.0,270.0,130.0,0.632,-3.3462652202864455e-10,-3.6199999999999994e-10
950.0,195.0,255.0,170.0,150.0,0.636,2.868455168295393e-10,2.66e-10
950.0,135.0,295.0,420.0,150.0,0.634,-1.720372178310882e-10,-1.9799999999999996e-10
950.0,155.0,215.0,220.0,150.0,0.638,2.912381520099772e-10,3.21e-10
950.0,135.0,215.0,220.0,70.0,0.64,1.9747943279330907e-10,1.89e-10
950.0,115.0,295.0,420.0,130.0,0.642,-3.709800116676357e-10,-3.6099999999999994e-10
950.0,155.0,275.0,70.0,130.0,0.642,6.95278088920045e-11,8.2e-11
950.0,175.0,215.0,220.0,130.0,0.632,1.632733919815337e-10,1.84e-10
950.0,115.0,295.0,220.0,150.0,0.638,7.559498273110409e-10,8.02e-10
950.0,175.0,295.0,420.0,70.0,0.634,1.182427404472651e-10,1.2e-10
950.0,115.0,295.0,70.0,130.0,0.636,1.074353422970521e-10,9.02e-11
950.0,175.0,315.0,420.0,90.0,0.632,1.8762563670280627e-11,4.640000000000001e-11
950.0,115.0,315.0,170.0,110.0,0.632,8.972051083565603e-10,8.51e-10
950.0,195.0,255.0,70.0,130.0,0.642,2.982345764964985e-11,5.1e-11
950.0,155.0,295.0,120.0,150.0,0.638,2.9875042958690676e-10,3.13e-10
950.0,175.0,255.0,370.0,130.0,0.64,-3.1473339483610283e-10,-2.83e-10
950.0,175.0,295.0,20.0,90.0,0.64,-2.3891609184240907e-12,4.57e-13
950.0,135.0,315.0,20.0,150.0,0.632,4.703278944044832e-11,6.429999999999999e-12
950.0,155.0,215.0,420.0,150.0,0.632,-1.9036824999893425e-10,-1.65e-10
950.0,135.0,255.0,370.0,90.0,0.636,-4.912626107315951e-10,-5.02e-10
950.0,175.0,215.0,270.0,110.0,0.638,2.3498214446018416e-11,3.46e-11
950.0,155.0,235.0,270.0,70.0,0.64,3.0883844580539856e-11,3.15e-11
950.0,175.0,275.0,370.0,130.0,0.638,-2.7437560653441575e-10,-2.6e-10
950.0,155.0,215.0,370.0,150.0,0.636,-2.9473007434854155e-10,-3.18e-10
950.0,115.0,315.0,320.0,110.0,0.642,-8.307916383138611e-10,-8.469999999999999e-10
950.0,155.0,275.0,120.0,150.0,0.642,2.5979852183634587e-10,2.66e-10
950.0,195.0,295.0,270.0,70.0,0.64,-8.874417788515259e-11,-7.480000000000002e-11
950.0,115.0,315.0,370.0,130.0,0.636,-6.831836429854437e-10,-6.69e-10
950.0,175.0,335.0,370.0,150.0,0.64,-1.2159241185762825e-10,-1.43e-10
950.0,115.0,335.0,370.0,130.0,0.642,-5.611757972550158e-10,-5.53e-10
950.0,175.0,295.0,370.0,150.0,0.64,-2.543518520239926e-10,-2.4e-10
950.0,135.0,275.0,220.0,90.0,0.638,4.951014944188533e-10,5.17e-10
950.0,155.0,235.0,220.0,50.0,0.632,-1.0726930870386286e-10,-8.25e-11
950.0,115.0,295.0,320.0,130.0,0.632,-7.732821905537617e-10,-8.17e-10
950.0,175.0,255.0,370.0,150.0,0.632,-2.9449795652585505e-10,-2.62e-10
950.0,175.0,215.0,70.0,50.0,0.636,-1.2608022935106022e-10,-1.5000000000000002e-10
950.0,195.0,275.0,420.0,130.0,0.64,-1.3910904466233556e-11,-4.27e-11
950.0,135.0,335.0,220.0,50.0,0.642,-4.5256536879164744e-11,2.91e-10
950.0,155.0,315.0,370.0,70.0,0.634,-6.276443976339479e-11,-6.49e-11
950.0,115.0,335.0,220.0,130.0,0.64,6.026403221608345e-10,6.25e-10
950.0,135.0,295.0,320.0,90.0,0.634,-6.420050078660629e-10,-6.62e-10
950.0,135.0,315.0,170.0,70.0,0.634,4.986476518443827e-10,5.03e-10
950.0,155.0,235.0,220.0,70.0,0.638,7.36173296141291e-11,6.54e-11
950.0,195.0,295.0,120.0,70.0,0.636,5.673472250926279e-11,3.8199999999999995e-11
950.0,115.0,295.0,70.0,110.0,0.642,5.623483729230553e-11,8.440000000000001e-11
950.0,195.0,275.0,20.0,70.0,0.632,-7.455332706466981e-11,-5.59e-11
950.0,115.0,295.0,120.0,50.0,0.64,2.3235835236200495e-11,4.48e-11
950.0,195.0,235.0,220.0,70.0,0.634,4.175782109285491e-11,3.89e-11
950.0,155.0,255.0,20.0,50.0,0.64,7.44231518567993e-11,-2.5399999999999998e-11
950.0,195.0,235.0,320.0,150.0,0.642,-1.834117921157983e-10,-2.0400000000000002e-10
950.0,155.0,335.0,70.0,90.0,0.642,1.0097820704972214e-10,7.96e-11
950.0,195.0,315.0,20.0,50.0,0.642,-1.2013060572989643e-10,-8.29e-11
950.0,175.0,315.0,170.0,70.0,0.634,2.682560179084448e-10,2.53e-10
950.0,155.0,235.0,370.0,50.0,0.636,1.4055276248292306e-10,1.5600000000000003e-10
950.0,115.0,315.0,370.0,50.0,0.632,-1.8324334091259075e-10,-1.71e-10
950.0,135.0,335.0,120.0,50.0,0.642,-2.395958584936745e-10,-2.44e-10
950.0,115.0,295.0,420.0,90.0,0.634,-3.8999699303758875e-10,-3.56e-10
950.0,135.0,275.0,270.0,90.0,0.642,-5.4062020090476156e-12,5.16e-12
950.0,195.0,215.0,320.0,130.0,0.638,-8.165222276304647e-11,-8.71e-11
950.0,175.0,235.0,170.0,130.0,0.64,2.845775182965439e-10,2.62e-10
950.0,195.0,295.0,320.0,70.0,0.638,-5.428235125554296e-11,-7.13e-11
950.0,175.0,335.0,120.0,70.0,0.634,1.9326469525008543e-10,1.5399999999999999e-10
950.0,155.0,275.0,20.0,50.0,0.64,3.7209544210455326e-11,-3.21e-11
950.0,155.0,275.0,220.0,50.0,0.64,-1.5942816455834325e-11,-2.6199999999999997e-11
950.0,195.0,275.0,120.0,70.0,0.64,5.263071574136072e-11,2.3400000000000004e-11
950.0,175.0,275.0,70.0,90.0,0.636,-2.8517350501891782e-11,-3.06e-11
950.0,175.0,275.0,70.0,130.0,0.634,2.0722756490175613e-11,4.2300000000000005e-11
950.0,175.0,235.0,170.0,130.0,0.634,2.6267165841822417e-10,2.38e-10
950.0,175.0,315.0,170.0,150.0,0.642,5.221196458097586e-10,5.19e-10
950.0,135.0,315.0,120.0,150.0,0.636,3.5720766708954936e-10,3.91e-10
950.0,175.0,255.0,420.0,70.0,0.636,1.0280834575060103e-10,1.09e-10
950.0,135.0,335.0,420.0,150.0,0.64,-1.842761290254757e-10,-1.17e-10
950.0,175.0,235.0,270.0,150.0,0.642,-3.745484912858175e-12,5.570000000000002e-13
950.0,195.0,215.0,170.0,130.0,0.632,9.942458888573465e-11,7.4e-11
950.0,195.0,315.0,120.0,90.0,0.638,2.079570242526495e-10,1.76e-10
950.0,155.0,275.0,220.0,130.0,0.634,4.782314953073477e-10,4.88e-10
950.0,195.0,215.0,270.0,130.0,0.634,1.6121409762400667e-12,3.34e-13
950.0,115.0,315.0,170.0,90.0,0.636,8.774927871062319e-10,8.44e-10
950.0,195.0,255.0,120.0,50.0,0.638,-8.510407571774487e-11,-9.84e-11
950.0,135.0,335.0,220.0,110.0,0.632,3.8233865683548416e-10,4.42e-10
950.0,155.0,255.0,220.0,50.0,0.638,-6.610324584507654e-11,-6.11e-11
950.0,175.0,235.0,420.0,150.0,0.642,-1.4232910337858813e-10,-1.24e-10
950.0,135.0,315.0,70.0,110.0,0.636,9.473636516953002e-11,1.14e-10
950.0,135.0,275.0,170.0,70.0,0.636,3.074423832440417e-10,3.15e-10
950.0,175.0,315.0,220.0,70.0,0.638,1.5671451358793552e-11,5.21e-11
950.0,195.0,335.0,170.0,70.0,0.632,2.0703128896042548e-10,2.74e-10
950.0,175.0,315.0,320.0,130.0,0.632,-4.5270933477018955e-10,-4.29e-10
950.0,115.0,315.0,70.0,70.0,0.638,1.0724232340023257e-10,1.04e-10
950.0,135.0,275.0,370.0,50.0,0.632,9.01367704153489e-11,9.480000000000001e-11
950.0,175.0,295.0,370.0,150.0,0.638,-2.3961714483919433e-10,-2.34e-10
950.0,155.0,235.0,220.0,90.0,0.642,3.730058324401812e-10,3.93e-10
950.0,195.0,235.0,120.0,70.0,0.638,-3.6305875076118716e-11,-4.69e-11
950.0,155.0,335.0,370.0,150.0,0.636,-1.7134753439812954e-10,-2.35e-10
950.0,195.0,215.0,220.0,130.0,0.64,9.025361320027715e-11,9.430000000000001e-11
950.0,195.0,335.0,120.0,130.0,0.634,3.502835248447135e-10,3.19e-10
950.0,155.0,235.0,70.0,70.0,0.636,-1.398192742568577e-10,-1.4900000000000003e-10
950.0,155.0,335.0,320.0,150.0,0.632,-6.089902094845436e-10,-5.53e-10
950.0,135.0,255.0,320.0,150.0,0.64,-4.677888746205029e-10,-4.87e-10
950.0,135.0,255.0,170.0,150.0,0.64,5.338649729716586e-10,5.04e-10
950.0,115.0,295.0,220.0,150.0,0.64,7.619609089390829e-10,7.93e-10
950.0,135.0,235.0,220.0,130.0,0.634,5.058654567695576e-10,5.14e-10
950.0,175.0,235.0,20.0,110.0,0.636,-4.294986598192452e-12,-1.51e-11
950.0,195.0,295.0,170.0,150.0,0.634,3.9941754883951476e-10,4.02e-10
950.0,155.0,335.0,170.0,130.0,0.638,6.497076169096718e-10,6.5e-10
950.0,135.0,295.0,70.0,110.0,0.634,7.874613943659968e-11,7.13e-11
950.0,155.0,255.0,220.0,130.0,0.64,4.437043604280325e-10,4.65e-10
950.0,175.0,315.0,270.0,70.0,0.64,-1.5306297205691915e-10,-1.43e-10
950.0,155.0,235.0,320.0,130.0,0.634,-3.081745570211076e-10,-3.11e-10
950.0,135.0,335.0,170.0,150.0,0.632,8.536385708353166e-10,8.030000000000001e-10
950.0,155.0,335.0,170.0,130.0,0.636,6.603936001284103e-10,6.620000000000001e-10
950.0,115.0,335.0,20.0,130.0,0.632,5.2962388335605953e-11,1.32e-11
950.0,195.0,295.0,420.0,150.0,0.638,-6.552575914876711e-11,-2.57e-11
950.0,175.0,215.0,370.0,110.0,0.638,-1.4680518330960853e-10,-1.62e-10
950.0,175.0,215.0,220.0,70.0,0.638,-1.1901509479765925e-12,-6.48e-12
950.0,155.0,275.0,170.0,150.0,0.642,5.547886763746225e-10,5.32e-10
950.0,175.0,235.0,370.0,110.0,0.64,-2.6049397846800163e-10,-2.47e-10
950.0,135.0,255.0,420.0,110.0,0.636,-3.2639967774141146e-10,-3.05e-10
950.0,115.0,335.0,420.0,50.0,0.634,2.5098961778117607e-11,4.97e-11
950.0,155.0,315.0,420.0,150.0,0.64,-8.548633238486114e-11,-9.29e-11
950.0,175.0,255.0,370.0,70.0,0.642,-4.2102274157253043e-10,-4.26e-10
950.0,155.0,295.0,20.0,70.0,0.632,-1.0826043087567493e-10,-1.0599999999999998e-10
950.0,155.0,215.0,420.0,50.0,0.64,9.816114235212273e-12,8.52e-11
950.0,175.0,315.0,70.0,130.0,0.632,5.518978603967063e-11,8.62e-11
950.0,135.0,215.0,320.0,130.0,0.64,-1.5752075783304975e-10,-1.58e-10
950.0,195.0,235.0,420.0,70.0,0.632,5.438909609638271e-11,6.33e-11
950.0,195.0,255.0,70.0,70.0,0.638,-8.28025467202494e-11,-8.29e-11
950.0,175.0,295.0,70.0,110.0,0.632,2.3964565779278956e-12,3.16e-11
950.0,195.0,295.0,320.0,70.0,0.632,-1.404217158226889e-10,-1.38e-10
950.0,195.0,295.0,420.0,50.0,0.642,1.9218270591148395e-10,1.96e-10
950.0,155.0,255.0,420.0,110.0,0.638,-1.9926771090680598e-10,-1.78e-10
950.0,135.0,275.0,20.0,130.0,0.64,1.5751007655464965e-11,8.98e-12
950.0,135.0,275.0,370.0,50.0,0.634,7.799076840073716e-11,9.16e-11
950.0,115.0,335.0,20.0,90.0,0.64,5.471281707009916e-11,3.15e-11
950.0,175.0,295.0,220.0,150.0,0.638,2.378790594851846e-10,2.68e-10
950.0,175.0,315.0,420.0,110.0,0.64,-5.511791513361879e-11,-3.58e-11
950.0,135.0,315.0,70.0,110.0,0.632,8.356280238067415e-11,9.12e-11
950.0,155.0,235.0,220.0,150.0,0.642,3.9123524390736953e-10,4.19e-10
950.0,115.0,335.0,170.0,90.0,0.64,8.901288499127513e-10,8.46e-10
950.0,195.0,235.0,270.0,50.0,0.64,3.233416769013899e-11,9.4e-12
950.0,175.0,215.0,120.0,150.0,0.64,9.647049124325165e-11,7.01e-11
950.0,135.0,295.0,70.0,70.0,0.642,-7.658831863529711e-11,-1.26e-10
950.0,155.0,215.0,170.0,110.0,0.64,2.685161011322815e-10,2.39e-10
950.0,195.0,235.0,20.0,110.0,0.636,2.6842140044550068e-12,-1.2600000000000002e-11
950.0,195.0,335.0,270.0,70.0,0.64,-1.203595917843403e-10,-1.0599999999999998e-10
950.0,135.0,315.0,20.0,130.0,0.642,3.6764256405903574e-11,9.33e-12
950.0,115.0,315.0,70.0,130.0,0.636,1.4294857240211153e-10,1.21e-10
950.0,135.0,275.0,370.0,130.0,0.636,-6.180120777218184e-10,-5.95e-10
950.0,135.0,295.0,70.0,70.0,0.634,-7.281177690269867e-11,-7.11e-11
950.0,175.0,235.0,420.0,150.0,0.634,-1.206368563909701e-10,-9.73e-11
950.0,155.0,275.0,420.0,110.0,0.638,-1.428113674767473e-10,-1.46e-10
950.0,175.0,215.0,370.0,150.0,0.64,-1.8577630423877728e-10,-2.0500000000000002e-10
950.0,155.0,215.0,20.0,70.0,0.642,-6.383327734324715e-11,-1.7999999999999996e-11
950.0,155.0,275.0,370.0,50.0,0.636,1.4362887299171818e-10,1.42e-10
950.0,115.0,295.0,270.0,70.0,0.64,-1.4192461130777653e-12,2.85e-12
950.0,175.0,295.0,220.0,150.0,0.634,2.552917248560461e-10,2.81e-10
950.0,155.0,335.0,320.0,90.0,0.642,-5.961483166429289e-10,-5.01e-10
950.0,175.0,215.0,320.0,70.0,0.64,-1.4130100333736881e-11,-3.21e-11
950.0,155.0,315.0,220.0,110.0,0.638,2.9616340209729027e-10,3.23e-10
950.0,155.0,255.0,320.0,70.0,0.64,-1.299185232556106e-10,-1.53e-10
950.0,115.0,295.0,270.0,70.0,0.636,-2.5617251678913006e-11,8.65e-13
950.0,175.0,275.0,70.0,150.0,0.632,1.6930164160899073e-11,4.38e-11
950.0,135.0,275.0,370.0,110.0,0.642,-6.300080926785287e-10,-6.22e-10
950.0,195.0,315.0,170.0,150.0,0.632,3.988328023681523e-10,4.31e-10
950.0,135.0,275.0,120.0,90.0,0.632,2.0764180521076507e-10,1.88e-10
950.0,175.0,235.0,370.0,150.0,0.634,-2.743784754547626e-10,-2.52e-10
950.0,155.0,235.0,120.0,70.0,0.638,-4.6783384826739216e-11,-5.42e-11
950.0,175.0,235.0,120.0,90.0,0.638,5.041260543887948e-11,3.78e-11
950.0,195.0,315.0,270.0,110.0,0.636,-3.269386311967269e-10,-3.6099999999999994e-10
950.0,155.0,275.0,320.0,50.0,0.632,1.114380677291132e-11,-1.32e-11
950.0,195.0,295.0,70.0,50.0,0.64,-8.5697501906186e-11,-7.23e-11
950.0,195.0,335.0,20.0,110.0,0.634,-8.515782797907542e-13,-4.35e-12
950.0,195.0,335.0,70.0,70.0,0.634,-2.3615029823894765e-11,-1.9e-11
950.0,175.0,315.0,370.0,110.0,0.638,-1.653721672064204e-10,-1.58e-10
950.0,135.0,255.0,370.0,130.0,0.632,-5.548296472583128e-10,-5.72e-10
950.0,155.0,275.0,220.0,150.0,0.642,4.543829377162132e-10,4.87e-10
950.0,155.0,315.0,270.0,50.0,0.638,7.482213963869306e-12,-2.05e-11
950.0,195.0,295.0,20.0,110.0,0.642,1.3358692689231287e-11,2.02e-12
950.0,175.0,315.0,20.0,90.0,0.64,1.8662278119559497e-11,1.2800000000000002e-12
950.0,195.0,275.0,120.0,70.0,0.634,3.0419489291237207e-11,8.58e-12
950.0,155.0,275.0,270.0,150.0,0.638,-1.3068587989181278e-10,-1.46e-10
950.0,155.0,335.0,420.0,50.0,0.632,1.5139053623589672e-10,1.4399999999999997e-10
950.0,155.0,255.0,370.0,70.0,0.638,-7.095276835519797e-11,-1e-10
950.0,135.0,215.0,370.0,90.0,0.636,-2.6922144498051375e-10,-2.84e-10
950.0,175.0,295.0,70.0,150.0,0.638,5.863396332553767e-11,8.74e-11
950.0,135.0,315.0,20.0,130.0,0.64,3.8986929991870635e-11,1.6700000000000004e-11
950.0,195.0,315.0,170.0,150.0,0.636,3.705521935977582e-10,4.08e-10
950.0,135.0,315.0,170.0,150.0,0.632,8.212199296253852e-10,7.589999999999999e-10
950.0,155.0,255.0,20.0,110.0,0.636,-1.695354890307412e-11,-1.38e-11
950.0,195.0,315.0,220.0,90.0,0.64,-2.579949929623573e-11,4.39e-12
950.0,175.0,255.0,70.0,50.0,0.636,-1.8657130321213914e-10,-1.97e-10
950.0,175.0,235.0,120.0,110.0,0.642,1.4075975118410415e-10,1.42e-10
950.0,195.0,255.0,20.0,130.0,0.636,-4.908580413595494e-13,-4.65e-12
950.0,135.0,255.0,270.0,150.0,0.642,1.1247002973048396e-10,1.41e-10
950.0,175.0,215.0,420.0,150.0,0.634,-8.596248067663183e-11,-8.940000000000001e-11
950.0,195.0,235.0,170.0,90.0,0.638,8.587682925127293e-11,8.16e-11
950.0,195.0,295.0,320.0,50.0,0.632,-9.085951672395584e-11,-9.07e-11
950.0,135.0,295.0,220.0,110.0,0.64,5.731861369941751e-10,5.98e-10
950.0,175.0,315.0,170.0,130.0,0.636,5.362353193571601e-10,5.25e-10
950.0,175.0,235.0,370.0,130.0,0.638,-2.6301794346287274e-10,-2.5e-10
950.0,195.0,335.0,120.0,50.0,0.638,4.916713918685218e-11,1.49e-11
950.0,155.0,275.0,20.0,50.0,0.636,-1.7100382485022678e-10,-1.38e-10
950.0,155.0,255.0,120.0,90.0,0.636,1.2766875156877641e-10,1.0300000000000002e-10
950.0,155.0,215.0,320.0,90.0,0.632,-8.11888089686009e-11,-7.950000000000001e-11
950.0,175.0,295.0,270.0,70.0,0.632,-1.4492510167214346e-10,-1.74e-10
950.0,195.0,215.0,120.0,150.0,0.636,6.429954255882268e-11,3.4e-11
950.0,155.0,315.0,270.0,70.0,0.64,-1.7215139149401514e-10,-1.86e-10
950.0,175.0,315.0,70.0,50.0,0.636,-1.9747956600683902e-10,-1.42e-10
950.0,135.0,215.0,20.0,70.0,0.64,6.381380624215364e-11,1.02e-11
950.0,175.0,275.0,420.0,130.0,0.642,-9.121817958781123e-11,-1.01e-10
950.0,155.0,235.0,220.0,150.0,0.638,3.8272091491640517e-10,4.13e-10
950.0,155.0,235.0,220.0,70.0,0.634,4.4826473794945754e-11,5.34e-11
950.0,155.0,275.0,320.0,150.0,0.64,-5.640968755134401e-10,-5.79e-10
950.0,135.0,235.0,220.0,50.0,0.638,-1.3814280590830887e-10,-9.52e-11
950.0,195.0,335.0,320.0,110.0,0.632,-2.058775464435555e-10,-1.97e-10
950.0,195.0,335.0,320.0,50.0,0.642,9.151625580147361e-11,2.92e-10
950.0,155.0,315.0,420.0,70.0,0.636,7.692420036978278e-11,8.72e-11
950.0,115.0,335.0,20.0,150.0,0.634,6.37093658161086e-11,1.6400000000000003e-11
950.0,175.0,295.0,120.0,110.0,0.634,2.4554981020447566e-10,2.3e-10
950.0,135.0,235.0,370.0,130.0,0.634,-5.006638695299612e-10,-5.16e-10
950.0,195.0,295.0,320.0,130.0,0.638,-3.2933614627264194e-10,-3.08e-10
950.0,135.0,335.0,220.0,70.0,0.642,1.6608975976348126e-10,3.07e-10
950.0,195.0,335.0,20.0,50.0,0.638,-4.744162960363451e-11,-6.44e-11
950.0,135.0,255.0,120.0,70.0,0.636,2.8284164321923286e-11,2.7100000000000002e-11
950.0,135.0,295.0,420.0,50.0,0.634,2.1031951703401685e-10,2.25e-10
950.0,175.0,295.0,220.0,50.0,0.632,3.852719538875611e-11,6.3e-11
950.0,195.0,335.0,120.0,70.0,0.64,1.1006991994074398e-10,8.89e-11
950.0,195.0,295.0,70.0,50.0,0.632,-5.886760708439926e-11,-5.78e-11
950.0,115.0,315.0,270.0,130.0,0.642,-2.1806271524931634e-10,-2.11e-10
950.0,155.0,335.0,320.0,50.0,0.632,-1.464421708085906e-10,-1.87e-10
950.0,135.0,215.0,170.0,150.0,0.634,2.838346413291925e-10,2.6e-10
950.0,195.0,335.0,120.0,50.0,0.64,-4.622910175652684e-11,-2.76e-11
950.0,135.0,275.0,170.0,110.0,0.64,6.240841777538908e-10,5.97e-10
950.0,175.0,255.0,370.0,90.0,0.636,-1.7045925327860552e-10,-1.4500000000000002e-10
950.0,195.0,275.0,170.0,50.0,0.632,5.6484792773859234e-11,7.48e-11
950.0,135.0,335.0,220.0,130.0,0.638,3.7719967471745335e-10,4.08e-10
950.0,135.0,255.0,270.0,90.0,0.632,7.465828035155027e-11,9.87e-11
950.0,115.0,335.0,220.0,110.0,0.642,5.266464551003814e-10,5.86e-10
950.0,135.0,315.0,420.0,50.0,0.632,1.8507628078564637e-10,2.0399999999999997e-10
950.0,175.0,255.0,370.0,130.0,0.636,-2.923961363916748e-10,-2.65e-10
950.0,155.0,295.0,370.0,110.0,0.636,-3.778407745162737e-10,-3.47e-10
950.0,175.0,255.0,320.0,110.0,0.642,-3.6666170197872576e-10,-4.05e-10
950.0,175.0,275.0,120.0,150.0,0.638,2.3529866824958137e-10,2.25e-10
950.0,135.0,255.0,420.0,70.0,0.64,-2.616819000569113e-10,-2.4e-10
950.0,175.0,315.0,70.0,130.0,0.634,6.501141988419821e-11,9.42e-11
950.0,175.0,315.0,20.0,130.0,0.64,4.503680643690847e-11,1.39e-11
950.0,175.0,315.0,220.0,90.0,0.632,9.17451307109329e-11,1.27e-10
950.0,195.0,335.0,370.0,130.0,0.632,3.659079320075247e-11,-5.139999999999999e-11
950.0,195.0,315.0,70.0,50.0,0.636,-1.0591673801522081e-10,-8.25e-11
950.0,195.0,215.0,20.0,150.0,0.642,1.4451485925696019e-11,8.200000000000001e-13
950.0,195.0,255.0,220.0,110.0,0.638,1.3990860017133904e-10,1.58e-10
